week_index,week_label,sku_id,units_sold,search_index,housing_permits,metro,scenario_type,sales_velocity_4w,sales_velocity_1w,search_velocity_4w,search_velocity_1w,permit_velocity_4w,rolling_7w_avg_sales,surge_score
61,W-42,PB-OUT-41,42,33.4,91,Houston,R,71.4,40.0,79.1,45.2,1.7,26.1,48.5
62,W-41,PB-OUT-41,21,12.7,79,Houston,R,-22.2,-50.0,-39.4,-62.0,-11.2,26.0,0.0
63,W-40,PB-OUT-41,25,18.3,94,Houston,R,-9.1,19.0,-12.0,44.1,9.9,26.6,4.0
64,W-39,PB-OUT-41,25,11.6,78,Houston,R,-15.3,0.0,-46.9,-36.6,-10.6,25.6,0.0
65,W-38,PB-OUT-41,45,29.0,80,Houston,R,59.3,80.0,52.6,150.0,-6.4,29.3,35.3
66,W-37,PB-OUT-41,26,13.3,93,Houston,R,-10.3,-42.2,-25.7,-54.1,12.4,30.6,5.0
67,W-36,PB-OUT-41,28,14.0,86,Houston,R,-7.4,7.7,-22.4,5.3,-0.3,30.3,0.0
68,W-35,PB-OUT-41,31,11.6,81,Houston,R,0.0,10.7,-31.7,-17.1,-3.9,28.7,0.0
69,W-34,PB-OUT-41,34,11.0,93,Houston,R,4.6,9.7,-35.2,-5.2,9.4,30.6,5.1
70,W-33,PB-OUT-41,69,33.0,94,Houston,R,131.9,102.9,164.5,200.0,6.5,36.9,82.6
71,W-32,PB-OUT-41,58,32.2,92,Houston,R,43.2,-15.9,85.1,-2.4,4.0,41.6,42.9
72,W-31,PB-OUT-41,39,12.2,81,Houston,R,-18.8,-32.8,-44.4,-62.1,-10.0,40.7,0.0
73,W-30,PB-OUT-41,40,12.9,85,Houston,R,-20.0,2.6,-41.6,5.7,-5.6,42.7,0.0
74,W-29,PB-OUT-41,53,14.7,82,Houston,R,2.9,32.5,-34.9,14.0,-6.8,46.3,0.9
75,W-28,PB-OUT-41,42,14.5,85,Houston,R,-11.6,-20.8,-19.4,-1.4,0.0,47.9,0.0
76,W-27,PB-OUT-41,50,11.2,83,Houston,R,14.9,19.0,-17.5,-22.8,-0.3,50.1,4.5
77,W-26,PB-OUT-41,54,11.7,78,Houston,R,16.8,8.0,-12.2,4.5,-6.9,48.0,5.0
78,W-25,PB-OUT-41,49,11.7,83,Houston,R,-1.5,-9.3,-10.2,0.0,1.2,46.7,0.5
79,W-24,PB-OUT-41,54,12.3,82,Houston,R,10.8,10.2,0.2,5.1,-0.3,48.9,3.3
80,W-23,PB-OUT-41,52,12.0,93,Houston,R,0.5,-3.7,2.3,-2.4,14.1,50.6,6.6
81,W-22,PB-OUT-41,52,13.4,85,Houston,R,-0.5,0.0,12.4,11.7,1.2,50.4,4.6
82,W-21,PB-OUT-41,55,14.3,93,Houston,R,6.3,5.8,15.8,6.7,8.5,52.3,10.6
83,W-20,PB-OUT-41,62,11.6,84,Houston,R,16.4,12.7,-10.8,-18.9,-4.8,54.0,4.9
84,W-19,PB-OUT-41,56,14.2,87,Houston,R,1.4,-9.7,10.7,22.4,-2.0,54.3,4.0
85,W-18,PB-OUT-41,53,11.3,91,Houston,R,-5.8,-5.4,-15.5,-20.4,4.3,54.9,1.7
86,W-17,PB-OUT-41,59,11.2,84,Houston,R,4.4,11.3,-12.8,-0.9,-5.4,55.6,1.3
87,W-16,PB-OUT-41,55,11.4,86,Houston,R,-4.3,-6.8,-5.6,1.8,-0.6,56.0,0.0
88,W-15,PB-OUT-41,58,12.1,80,Houston,R,4.0,5.5,0.6,6.1,-8.0,56.9,1.4
89,W-14,PB-OUT-41,47,12.4,85,Houston,R,-16.4,-19.0,7.8,2.5,-0.3,55.7,2.6
90,W-13,PB-OUT-41,48,12.3,78,Houston,R,-12.3,2.1,4.5,-0.8,-6.9,53.7,1.5
91,W-12,PB-OUT-41,54,12.8,90,Houston,R,3.8,12.5,6.2,4.1,9.4,53.4,7.0
92,W-11,PB-OUT-41,45,13.1,80,Houston,R,-13.0,-16.7,5.6,2.3,-3.9,52.3,1.9
93,W-10,PB-OUT-41,43,12.8,90,Houston,R,-11.3,-4.4,1.2,-2.3,8.1,50.0,3.6
94,W-9,PB-OUT-41,40,12.2,91,Houston,R,-15.8,-7.0,-4.3,-4.7,7.7,47.9,3.1
95,W-8,PB-OUT-41,41,14.1,79,Houston,R,-9.9,2.5,10.8,15.6,-10.0,45.4,3.6
96,W-7,PB-OUT-41,39,13.9,91,Houston,R,-7.7,-4.9,6.5,-1.4,7.1,44.3,5.0
97,W-6,PB-OUT-41,36,12.9,80,Houston,R,-11.7,-7.7,-2.6,-7.2,-8.8,42.6,0.0
98,W-5,PB-OUT-41,34,12.9,89,Houston,R,-12.8,-5.6,-2.8,0.0,4.4,39.7,1.8
99,W-4,PB-OUT-41,30,12.7,80,Houston,R,-20.0,-11.8,-5.6,-1.6,-5.6,37.6,0.0
100,W-3,PB-OUT-41,31,14.2,88,Houston,R,-10.8,3.3,8.4,11.8,3.5,35.9,4.2
101,W-2,PB-OUT-41,33,13.5,88,Houston,R,0.8,6.5,2.5,-4.9,4.5,34.9,2.9
102,W-1,PB-OUT-41,24,11.4,86,Houston,R,-25.0,-27.3,-14.4,-15.6,-0.3,32.4,0.0
103,W0,PB-OUT-41,22,11.6,84,Houston,R,-25.4,-8.3,-10.4,1.8,-1.8,30.0,0.0
0,W-103,PB-OUT-42,20,13.4,142,Portland,R,0.0,0.0,0.0,0.0,0.0,20.0,0.0
1,W-102,PB-OUT-42,20,21.6,138,Portland,R,0.0,0.0,0.0,61.2,0.0,20.0,0.0
2,W-101,PB-OUT-42,22,20.2,135,Portland,R,0.0,10.0,0.0,-6.5,0.0,20.7,0.0
3,W-100,PB-OUT-42,25,18.7,132,Portland,R,0.0,13.6,0.0,-7.4,0.0,21.8,0.0
4,W-99,PB-OUT-42,23,17.8,131,Portland,R,5.7,-8.0,-3.7,-4.8,-4.2,22.0,1.7
5,W-98,PB-OUT-42,24,18.5,136,Portland,R,6.7,4.3,-5.5,3.9,1.5,22.3,2.6
6,W-97,PB-OUT-42,15,18.7,133,Portland,R,-36.2,-37.5,-0.5,1.1,-0.4,21.3,0.0
7,W-96,PB-OUT-42,25,15.7,139,Portland,R,14.9,66.7,-14.8,-16.0,4.5,22.0,6.3
8,W-95,PB-OUT-42,23,15.0,139,Portland,R,5.7,-8.0,-15.1,-4.5,3.2,22.4,3.0
9,W-94,PB-OUT-42,26,14.8,141,Portland,R,19.5,13.0,-12.8,-1.3,3.1,23.0,7.1
10,W-93,PB-OUT-42,22,23.2,146,Portland,R,-1.1,-15.4,44.5,56.8,5.8,22.6,17.2
11,W-92,PB-OUT-42,25,21.7,141,Portland,R,4.2,13.6,26.3,-6.5,-0.2,22.9,10.0
12,W-91,PB-OUT-42,24,20.2,139,Portland,R,0.0,-4.0,8.2,-6.9,-1.9,22.9,2.7
13,W-90,PB-OUT-42,31,13.5,134,Portland,R,27.8,29.2,-32.4,-33.2,-5.5,25.1,8.3
14,W-89,PB-OUT-42,26,21.3,134,Portland,R,2.0,-16.1,8.4,57.8,-4.3,25.3,3.4
15,W-88,PB-OUT-42,23,22.7,144,Portland,R,-13.2,-11.5,18.4,6.6,5.1,25.3,8.2
16,W-87,PB-OUT-42,38,24.8,131,Portland,R,46.2,65.2,27.7,9.3,-4.9,27.0,23.1
17,W-86,PB-OUT-42,29,22.2,136,Portland,R,-1.7,-23.7,7.9,-10.5,0.2,28.0,2.7
18,W-85,PB-OUT-42,27,15.2,137,Portland,R,-6.9,-6.9,-33.2,-31.5,0.6,28.3,0.2
19,W-84,PB-OUT-42,28,19.8,138,Portland,R,-4.3,3.7,-6.7,30.3,0.7,28.9,0.3
20,W-83,PB-OUT-42,35,22.1,139,Portland,R,14.8,25.0,7.8,11.6,2.6,29.4,8.1
21,W-82,PB-OUT-42,57,13.5,132,Portland,R,91.6,62.9,-31.9,-38.9,-4.0,33.9,27.5
22,W-81,PB-OUT-42,52,13.2,139,Portland,R,41.5,-8.8,-25.2,-2.2,1.8,38.0,13.2
23,W-80,PB-OUT-42,55,21.3,142,Portland,R,27.9,5.8,24.2,61.4,3.6,40.4,17.9
24,W-79,PB-OUT-42,62,15.6,138,Portland,R,24.6,12.7,-11.0,-26.8,0.0,45.1,7.4
25,W-78,PB-OUT-42,58,23.4,137,Portland,R,2.7,-6.5,47.2,50.0,-0.5,49.6,16.5
26,W-77,PB-OUT-42,38,20.0,138,Portland,R,-33.0,-34.5,8.8,-14.5,-0.7,51.0,2.9
27,W-76,PB-OUT-42,57,13.8,130,Portland,R,7.0,50.0,-31.3,-31.0,-6.3,54.1,2.1
28,W-75,PB-OUT-42,49,23.1,136,Portland,R,-8.8,-14.0,26.9,67.4,0.2,53.0,9.0
29,W-74,PB-OUT-42,56,16.6,134,Portland,R,10.9,14.3,-17.3,-28.1,-0.9,53.6,3.3
30,W-73,PB-OUT-42,64,16.9,139,Portland,R,28.0,14.3,-8.0,1.8,3.3,54.9,9.7
31,W-72,PB-OUT-42,71,24.4,141,Portland,R,25.7,10.9,38.6,44.4,4.6,56.1,22.4
32,W-71,PB-OUT-42,77,15.6,131,Portland,R,28.3,8.5,-23.0,-36.1,-4.7,58.9,8.5
33,W-70,PB-OUT-42,68,17.1,145,Portland,R,1.5,-11.7,-6.9,9.6,6.4,63.1,3.0
34,W-69,PB-OUT-42,63,22.8,140,Portland,R,-10.0,-7.4,23.2,33.3,0.7,64.0,8.0
35,W-68,PB-OUT-42,41,17.3,137,Portland,R,-41.2,-34.9,-13.4,-24.1,-1.6,62.9,0.0
36,W-67,PB-OUT-42,54,23.8,132,Portland,R,-13.3,31.7,30.8,37.6,-4.5,62.6,10.3
37,W-66,PB-OUT-42,42,19.1,136,Portland,R,-25.7,-22.2,-5.7,-19.7,-1.8,59.4,0.0
38,W-65,PB-OUT-42,42,23.7,145,Portland,R,-16.0,0.0,14.2,24.1,6.4,55.3,7.3
39,W-64,PB-OUT-42,50,15.5,136,Portland,R,11.7,19.0,-26.1,-34.6,-1.1,51.4,3.5
40,W-63,PB-OUT-42,43,18.9,136,Portland,R,-8.5,-14.0,-7.9,21.9,-0.9,47.9,0.0
41,W-62,PB-OUT-42,34,19.8,132,Portland,R,-23.2,-20.9,2.6,4.8,-4.5,43.7,0.9
42,W-61,PB-OUT-42,37,17.4,145,Portland,R,-12.4,8.8,-10.7,-12.1,5.6,43.1,2.2
43,W-60,PB-OUT-42,41,13.3,142,Portland,R,0.0,10.8,-25.7,-23.6,3.5,41.3,1.4
44,W-59,PB-OUT-42,44,13.7,144,Portland,R,13.5,7.3,-21.0,3.0,3.8,41.6,5.6
45,W-58,PB-OUT-42,36,13.8,135,Portland,R,-7.7,-18.2,-14.0,0.7,-4.1,40.7,0.0
46,W-57,PB-OUT-42,42,23.8,132,Portland,R,6.3,16.7,63.6,72.5,-6.7,39.6,23.1
47,W-56,PB-OUT-42,24,21.0,145,Portland,R,-41.1,-42.9,30.0,-11.8,4.9,36.9,12.0
48,W-55,PB-OUT-42,40,22.9,144,Portland,R,9.6,66.7,26.7,9.0,3.6,37.7,13.2
49,W-54,PB-OUT-42,27,17.6,144,Portland,R,-23.9,-32.5,-13.6,-23.1,3.6,36.3,1.4
50,W-53,PB-OUT-42,27,17.0,132,Portland,R,-18.8,0.0,-20.3,-3.4,-6.5,34.3,0.0
51,W-52,PB-OUT-42,26,24.6,131,Portland,R,-11.9,-3.7,25.4,44.7,-7.3,31.7,8.5
52,W-51,PB-OUT-42,23,19.4,139,Portland,R,-23.3,-11.5,-5.5,-21.1,0.9,29.9,0.4
53,W-50,PB-OUT-42,16,22.6,134,Portland,R,-37.9,-30.4,15.0,16.5,-1.8,26.1,5.0
54,W-49,PB-OUT-42,16,24.6,143,Portland,R,-30.4,0.0,17.7,8.8,6.7,25.0,8.6
55,W-48,PB-OUT-42,27,16.8,131,Portland,R,33.3,68.8,-26.3,-31.7,-4.2,23.1,10.0
56,W-47,PB-OUT-42,21,13.4,137,Portland,R,2.4,-22.2,-35.7,-20.2,0.2,22.3,0.8
57,W-46,PB-OUT-42,20,21.1,141,Portland,R,0.0,-4.8,9.0,57.5,3.5,21.3,4.4
58,W-45,PB-OUT-42,27,24.4,142,Portland,R,28.6,35.0,28.6,15.6,2.9,21.4,19.3
59,W-44,PB-OUT-42,24,16.3,134,Portland,R,1.1,-11.1,-13.9,-33.2,-2.7,21.6,0.3
60,W-43,PB-OUT-42,25,20.6,143,Portland,R,8.7,4.2,9.6,26.4,3.2,22.9,7.1
61,W-42,PB-OUT-42,21,22.8,145,Portland,R,-12.5,-16.0,10.7,10.7,3.6,23.6,5.0
62,W-41,PB-OUT-42,23,25.1,137,Portland,R,-5.2,9.5,19.4,10.1,-2.8,23.0,6.5
63,W-40,PB-OUT-42,29,16.3,138,Portland,R,24.7,26.1,-23.1,-35.1,-1.3,24.1,7.4
64,W-39,PB-OUT-42,22,24.1,141,Portland,R,-10.2,-24.1,13.7,47.9,0.2,24.4,4.6
65,W-38,PB-OUT-42,21,22.4,139,Portland,R,-11.6,-4.5,1.5,-7.1,-0.9,23.6,0.5
66,W-37,PB-OUT-42,25,16.4,141,Portland,R,5.3,19.0,-25.4,-26.8,1.6,23.7,2.2
67,W-36,PB-OUT-42,32,16.8,143,Portland,R,32.0,28.0,-15.2,2.4,2.3,24.7,10.5
68,W-35,PB-OUT-42,20,13.4,131,Portland,R,-20.0,-37.5,-32.7,-20.2,-7.1,24.6,0.0
69,W-34,PB-OUT-42,29,19.8,139,Portland,R,18.4,45.0,14.8,47.8,0.4,25.4,10.6
70,W-33,PB-OUT-42,43,19.8,137,Portland,R,62.3,48.3,19.3,0.0,-1.1,27.4,25.1
71,W-32,PB-OUT-42,35,16.3,134,Portland,R,12.9,-18.6,-6.6,-17.7,-2.5,29.3,3.9
72,W-31,PB-OUT-42,32,21.0,141,Portland,R,0.8,-8.6,21.2,28.8,4.3,30.9,9.0
73,W-30,PB-OUT-42,38,18.4,139,Portland,R,9.4,18.8,-4.3,-12.4,0.9,32.7,3.2
74,W-29,PB-OUT-42,53,25.1,130,Portland,R,43.2,39.5,33.0,36.4,-5.6,35.7,24.0
75,W-28,PB-OUT-42,35,19.6,134,Portland,R,-11.4,-34.0,-3.0,-21.9,-1.5,37.9,0.0
76,W-27,PB-OUT-42,36,14.5,133,Portland,R,-8.9,2.9,-31.0,-26.0,-2.2,38.9,0.0
77,W-26,PB-OUT-42,37,21.3,137,Portland,R,-8.6,2.8,9.8,46.9,2.2,38.0,4.1
78,W-25,PB-OUT-42,48,20.4,146,Portland,R,19.3,29.7,1.4,-4.2,9.4,39.9,10.0
79,W-24,PB-OUT-42,50,24.5,131,Portland,R,28.2,4.2,29.3,20.1,-4.7,42.4,18.2
80,W-23,PB-OUT-42,60,15.0,132,Portland,R,40.4,20.0,-25.7,-38.8,-3.5,45.6,12.1
81,W-22,PB-OUT-42,70,21.7,143,Portland,R,43.6,16.7,6.9,44.7,4.8,48.0,17.3
82,W-21,PB-OUT-42,62,17.7,141,Portland,R,8.8,-11.4,-13.2,-18.4,2.2,51.9,3.5
83,W-20,PB-OUT-42,72,21.0,145,Portland,R,19.0,16.1,6.5,18.6,6.0,57.0,10.3
84,W-19,PB-OUT-42,67,25.1,142,Portland,R,1.5,-6.9,33.2,19.5,1.2,61.3,12.0
85,W-18,PB-OUT-42,71,23.7,140,Portland,R,4.8,6.0,10.9,-5.6,-1.9,64.6,5.1
86,W-17,PB-OUT-42,49,17.0,139,Portland,R,-27.9,-31.0,-22.3,-28.3,-2.1,64.4,0.0
87,W-16,PB-OUT-42,76,22.7,134,Portland,R,17.4,55.1,4.6,33.5,-5.3,66.7,6.8
88,W-15,PB-OUT-42,52,21.5,145,Portland,R,-20.9,-31.6,-2.8,-5.3,4.5,64.1,1.8
89,W-14,PB-OUT-42,43,19.9,136,Portland,R,-30.6,-17.3,-6.2,-7.4,-2.5,61.4,0.0
90,W-13,PB-OUT-42,47,22.6,143,Portland,R,-14.5,9.3,11.5,13.6,3.2,57.9,5.1
91,W-12,PB-OUT-42,62,16.1,141,Portland,R,13.8,31.9,-25.7,-28.8,1.1,57.1,4.6
92,W-11,PB-OUT-42,43,22.7,132,Portland,R,-15.7,-30.6,13.4,41.0,-6.5,53.1,4.5
93,W-10,PB-OUT-42,48,14.9,144,Portland,R,-1.5,11.6,-26.7,-34.4,4.3,53.0,1.7
94,W-9,PB-OUT-42,35,18.6,137,Portland,R,-30.0,-27.1,-2.5,24.8,-2.1,47.1,0.0
95,W-8,PB-OUT-42,29,18.8,144,Portland,R,-38.3,-17.1,4.0,1.1,4.0,43.9,2.9
96,W-7,PB-OUT-42,29,15.2,138,Portland,R,-25.2,0.0,-18.9,-19.1,-0.9,41.9,0.0
97,W-6,PB-OUT-42,31,18.2,141,Portland,R,-12.1,6.9,7.9,19.7,0.2,39.6,2.7
98,W-5,PB-OUT-42,44,17.2,136,Portland,R,41.9,41.9,-2.8,-5.5,-2.9,37.0,12.6
99,W-4,PB-OUT-42,24,21.8,145,Portland,R,-27.8,-45.5,25.6,26.7,3.8,34.3,10.1
100,W-3,PB-OUT-42,34,20.7,137,Portland,R,6.2,41.7,14.4,-5.0,-2.1,32.3,6.7
101,W-2,PB-OUT-42,35,22.0,140,Portland,R,5.3,2.9,13.0,6.3,0.2,32.3,6.0
102,W-1,PB-OUT-42,18,15.0,140,Portland,R,-47.4,-48.6,-26.6,-31.8,0.4,30.7,0.2
103,W0,PB-OUT-42,20,17.0,142,Portland,R,-27.9,11.1,-14.5,13.3,1.1,29.4,0.4
0,W-103,PB-OUT-43,113,7.5,91,Chicago,R,0.0,0.0,0.0,0.0,0.0,113.0,0.0
1,W-102,PB-OUT-43,127,6.6,82,Chicago,R,0.0,12.4,0.0,-12.0,0.0,120.0,0.0
2,W-101,PB-OUT-43,122,7.5,81,Chicago,R,0.0,-3.9,0.0,13.6,0.0,120.7,0.0
3,W-100,PB-OUT-43,107,7.1,79,Chicago,R,0.0,-12.3,0.0,-5.3,0.0,117.2,0.0
4,W-99,PB-OUT-43,119,7.1,90,Chicago,R,1.5,11.2,-1.0,0.0,8.1,117.6,3.7
5,W-98,PB-OUT-43,104,9.1,76,Chicago,R,-12.4,-12.6,28.6,28.2,-8.4,115.3,9.5
6,W-97,PB-OUT-43,113,10.0,75,Chicago,R,0.0,8.7,29.9,9.9,-8.0,115.0,10.0
7,W-96,PB-OUT-43,102,9.7,90,Chicago,R,-7.9,-9.7,16.5,-3.0,12.5,113.4,10.5
8,W-95,PB-OUT-43,108,8.7,89,Chicago,R,-1.4,5.9,-3.1,-10.3,7.6,110.7,3.0
9,W-94,PB-OUT-43,106,7.6,82,Chicago,R,-0.7,-1.9,-18.9,-12.6,-0.6,108.4,0.0
10,W-93,PB-OUT-43,105,8.1,91,Chicago,R,-2.1,-0.9,-10.0,6.6,8.3,108.1,3.3
11,W-92,PB-OUT-43,105,9.3,87,Chicago,R,-0.2,0.0,9.1,14.8,-1.1,106.1,3.0
12,W-91,PB-OUT-43,110,7.3,80,Chicago,R,3.8,4.8,-13.4,-21.5,-8.3,107.0,1.1
13,W-90,PB-OUT-43,137,8.9,87,Chicago,R,28.6,24.5,10.2,21.9,2.4,110.4,12.9
14,W-89,PB-OUT-43,144,7.7,90,Chicago,R,26.0,5.1,-8.3,-13.5,4.3,116.4,9.5
15,W-88,PB-OUT-43,152,9.6,90,Chicago,R,22.6,5.6,15.7,24.7,4.7,122.7,13.9
16,W-87,PB-OUT-43,146,8.9,89,Chicago,R,7.6,-3.9,6.3,-7.3,2.6,128.4,5.4
17,W-86,PB-OUT-43,158,7.3,83,Chicago,R,9.2,8.2,-16.8,-18.0,-6.7,136.0,2.8
18,W-85,PB-OUT-43,176,7.1,85,Chicago,R,17.3,11.4,-15.2,-2.7,-3.4,146.1,5.2
19,W-84,PB-OUT-43,180,6.7,75,Chicago,R,13.9,2.3,-18.5,-5.6,-13.5,156.1,4.2
20,W-83,PB-OUT-43,200,6.7,76,Chicago,R,21.2,11.1,-10.7,0.0,-8.4,165.1,6.4
21,W-82,PB-OUT-43,217,9.1,85,Chicago,R,21.6,8.5,30.9,35.8,6.6,175.6,19.4
22,W-81,PB-OUT-43,229,8.3,89,Chicago,R,18.5,5.5,12.2,-8.8,10.9,186.6,14.0
23,W-80,PB-OUT-43,240,9.9,85,Chicago,R,16.2,4.8,28.6,19.3,4.6,200.0,16.2
24,W-79,PB-OUT-43,229,8.6,91,Chicago,R,3.4,-4.6,1.2,-13.1,8.7,210.1,4.9
25,W-78,PB-OUT-43,263,10.0,80,Chicago,R,15.0,14.8,11.4,16.3,-8.6,222.6,8.3
26,W-77,PB-OUT-43,233,9.0,86,Chicago,R,-3.0,-11.4,-2.2,-10.0,-0.3,230.1,0.0
27,W-76,PB-OUT-43,285,7.8,89,Chicago,R,18.1,22.3,-16.8,-13.3,4.1,242.3,7.1
28,W-75,PB-OUT-43,303,9.8,76,Chicago,R,20.0,6.3,10.7,25.6,-12.1,254.6,9.6
29,W-74,PB-OUT-43,271,7.5,76,Chicago,R,0.0,-10.6,-18.0,-23.5,-8.2,260.6,0.0
30,W-73,PB-OUT-43,280,9.5,82,Chicago,R,2.6,3.3,11.4,26.7,0.3,266.3,4.7
31,W-72,PB-OUT-43,266,8.2,80,Chicago,R,-6.6,-5.0,-5.2,-13.7,-0.9,271.6,0.0
32,W-71,PB-OUT-43,287,9.3,80,Chicago,R,2.5,7.9,6.3,13.4,1.9,275.0,3.6
33,W-70,PB-OUT-43,305,8.0,88,Chicago,R,10.5,6.3,-7.2,-14.0,10.7,285.3,7.4
34,W-69,PB-OUT-43,307,6.8,77,Chicago,R,7.9,0.7,-22.3,-15.0,-6.7,288.4,2.4
35,W-68,PB-OUT-43,522,16.8,77,Chicago,R,79.2,70.0,108.0,147.1,-5.2,319.7,59.8
36,W-67,PB-OUT-43,313,9.2,86,Chicago,R,-11.9,-40.0,-10.0,-45.2,6.8,325.7,2.7
37,W-66,PB-OUT-43,279,8.5,89,Chicago,R,-22.9,-10.9,-16.7,-7.6,8.5,325.6,3.4
38,W-65,PB-OUT-43,284,8.0,90,Chicago,R,-20.1,1.8,-22.5,-5.9,9.4,328.1,3.8
39,W-64,PB-OUT-43,232,7.7,90,Chicago,R,-33.6,-18.3,-27.5,-3.7,5.3,320.3,2.1
40,W-63,PB-OUT-43,235,6.5,83,Chicago,R,-15.2,1.3,-22.2,-15.6,-6.5,310.3,0.0
41,W-62,PB-OUT-43,231,11.2,76,Chicago,R,-10.3,-1.7,45.9,72.3,-13.6,299.4,15.3
42,W-61,PB-OUT-43,438,22.3,87,Chicago,R,78.4,89.6,167.1,99.1,2.7,287.4,74.6
43,W-60,PB-OUT-43,223,9.6,88,Chicago,R,-21.5,-49.1,-19.5,-57.0,4.8,274.6,1.9
44,W-59,PB-OUT-43,367,20.0,83,Chicago,R,30.3,64.6,61.3,108.3,-0.6,287.1,29.5
45,W-58,PB-OUT-43,201,9.2,87,Chicago,R,-36.1,-45.2,-41.7,-54.0,4.2,275.3,1.7
46,W-57,PB-OUT-43,336,19.5,78,Chicago,R,9.4,67.2,27.7,112.0,-9.6,290.1,12.1
47,W-56,PB-OUT-43,289,19.8,83,Chicago,R,2.6,-14.0,35.8,1.5,-1.2,297.9,12.7
48,W-55,PB-OUT-43,252,16.6,80,Chicago,R,-15.5,-12.8,-3.1,-16.2,-3.3,300.9,0.0
49,W-54,PB-OUT-43,319,24.1,77,Chicago,R,18.4,26.6,48.1,45.2,-6.1,283.9,21.6
50,W-53,PB-OUT-43,219,17.0,90,Chicago,R,-26.8,-31.3,-15.0,-29.5,13.2,283.3,5.3
51,W-52,PB-OUT-43,132,9.8,87,Chicago,R,-51.1,-39.7,-49.4,-42.4,5.5,249.7,2.2
52,W-51,PB-OUT-43,122,10.2,83,Chicago,R,-47.1,-7.6,-39.6,4.1,-0.6,238.4,0.0
53,W-50,PB-OUT-43,116,8.7,82,Chicago,R,-41.4,-4.9,-43.0,-14.7,-2.7,207.0,0.0
54,W-49,PB-OUT-43,151,15.9,78,Chicago,R,2.5,30.2,39.2,82.8,-8.8,187.3,13.8
55,W-48,PB-OUT-43,171,19.7,79,Chicago,R,31.3,13.2,76.7,23.9,-4.2,175.7,35.0
56,W-47,PB-OUT-43,106,10.2,82,Chicago,R,-24.3,-38.0,-25.1,-48.2,1.9,145.3,0.8
57,W-46,PB-OUT-43,107,9.7,76,Chicago,R,-21.3,0.9,-28.8,-4.9,-5.3,129.3,0.0
58,W-45,PB-OUT-43,167,15.9,89,Chicago,R,24.9,56.1,14.6,63.9,13.0,134.3,17.5
59,W-44,PB-OUT-43,213,21.6,89,Chicago,R,54.6,27.5,55.7,35.8,9.2,147.3,38.6
60,W-43,PB-OUT-43,184,18.8,84,Chicago,R,24.1,-13.6,31.0,-13.0,0.0,157.0,17.6
61,W-42,PB-OUT-43,120,8.9,87,Chicago,R,-28.5,-34.8,-46.1,-52.7,3.0,152.6,1.2
62,W-41,PB-OUT-43,249,21.0,90,Chicago,R,45.6,107.5,28.8,136.0,3.2,163.7,24.6
63,W-40,PB-OUT-43,114,8.1,78,Chicago,R,-40.5,-54.2,-53.9,-61.4,-10.9,164.9,0.0
64,W-39,PB-OUT-43,121,9.4,76,Chicago,R,-27.4,6.1,-33.8,16.0,-10.3,166.9,0.0
65,W-38,PB-OUT-43,259,23.2,78,Chicago,R,71.5,114.0,95.8,146.8,-5.7,180.0,53.4
66,W-37,PB-OUT-43,141,9.9,77,Chicago,R,-24.1,-45.6,-35.8,-57.3,-4.3,169.7,0.0
67,W-36,PB-OUT-43,300,23.8,84,Chicago,R,89.0,112.8,88.1,140.4,8.7,186.3,59.5
68,W-35,PB-OUT-43,163,8.9,78,Chicago,R,-20.6,-45.7,-46.3,-62.6,-1.0,192.4,0.0
69,W-34,PB-OUT-43,157,8.5,84,Chicago,R,-27.2,-3.7,-48.3,-4.5,6.0,179.3,2.4
70,W-33,PB-OUT-43,329,21.0,90,Chicago,R,72.9,109.6,64.4,147.1,11.5,210.0,47.9
71,W-32,PB-OUT-43,218,9.3,84,Chicago,R,-8.1,-33.7,-40.2,-55.7,0.0,223.9,0.0
72,W-31,PB-OUT-43,176,9.7,78,Chicago,R,-18.8,-19.3,-18.7,4.3,-7.1,212.0,0.0
73,W-30,PB-OUT-43,238,6.7,78,Chicago,R,8.2,35.2,-44.7,-30.9,-7.1,225.9,2.5
74,W-29,PB-OUT-43,238,6.8,85,Chicago,R,-0.9,0.0,-41.8,1.5,3.0,217.0,1.2
75,W-28,PB-OUT-43,221,8.8,81,Chicago,R,1.6,-7.1,8.3,29.4,-0.3,225.3,3.2
76,W-27,PB-OUT-43,249,6.4,85,Chicago,R,14.1,12.7,-20.0,-27.3,5.6,238.4,6.5
77,W-26,PB-OUT-43,243,7.6,84,Chicago,R,2.7,-2.4,5.9,18.7,2.1,226.1,3.6
78,W-25,PB-OUT-43,254,9.0,77,Chicago,R,6.8,4.5,21.6,18.4,-8.1,231.3,9.2
79,W-24,PB-OUT-43,238,7.3,77,Chicago,R,-1.6,-6.3,-8.2,-18.9,-5.8,240.1,0.0
80,W-23,PB-OUT-43,287,8.5,84,Chicago,R,16.7,20.6,12.2,16.4,4.0,247.1,10.7
81,W-22,PB-OUT-43,312,11.1,79,Chicago,R,22.1,8.7,37.0,30.6,-1.9,257.7,19.0
82,W-21,PB-OUT-43,299,6.4,90,Chicago,R,9.6,-4.2,-28.7,-42.3,13.6,268.9,8.3
83,W-20,PB-OUT-43,257,8.9,80,Chicago,R,-9.5,-14.0,6.9,39.1,-3.0,270.0,2.3
84,W-19,PB-OUT-43,250,10.0,82,Chicago,R,-13.4,-2.7,14.6,12.4,-1.5,271.0,4.9
